id,age,gender,education,neuroticism,extraversion,openness,agreeableness,conscientiousness,impulsivity,sensation_seeking,alcohol_ever,alcohol_year,alcohol_week,caffeine_ever,caffeine_year,caffeine_week,cannabis_ever,cannabis_year,cannabis_week,cocaine_ever,cocaine_year,cocaine_week,meth_ever,meth_year,meth_week
1686,18-24,F,Ed5,49,25,52,43,33,3,7,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
1687,35-44,F,Ed6,26,44,43,47,46,3,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1688,25-34,F,Ed6,50,22,38,55,40,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
1689,25-34,F,Ed8,37,46,56,46,40,5,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1690,35-44,M,Ed5,46,29,40,33,42,1,4,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1691,25-34,M,Ed5,54,27,47,52,35,4,4,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1692,25-34,F,Ed9,23,45,46,57,40,3,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1693,25-34,F,Ed7,43,38,44,46,39,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1694,25-34,F,Ed7,31,45,39,52,49,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1695,45-54,M,Ed8,27,38,46,41,39,7,5,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1696,35-44,M,Ed6,31,44,45,42,37,6,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1697,18-24,M,Ed5,37,27,43,45,39,2,4,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
1698,55-64,M,Ed9,25,40,51,35,49,3,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1699,45-54,F,Ed7,42,36,51,42,45,5,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1700,25-34,F,Ed8,21,45,51,42,42,3,6,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1701,18-24,M,Ed5,49,33,58,31,27,8,7,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1702,35-44,F,Ed7,54,34,58,48,42,7,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1703,25-34,F,Ed6,30,43,32,45,48,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1704,18-24,M,Ed5,32,35,42,45,33,3,4,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1705,18-24,M,Ed4,40,41,46,37,35,5,6,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
1706,55-64,M,Ed5,42,27,38,38,28,5,6,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0
1707,18-24,M,Ed7,27,42,36,39,53,3,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1708,18-24,F,Ed6,31,45,42,49,41,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1709,35-44,F,Ed7,31,46,40,45,49,4,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1710,45-54,F,Ed7,26,48,40,49,41,3,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1711,35-44,F,Ed4,28,34,51,37,44,2,5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1712,25-34,F,Ed7,36,51,50,44,41,7,9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1713,35-44,F,Ed8,28,44,40,36,44,2,5,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
1714,35-44,F,Ed9,17,51,46,47,56,6,5,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1715,45-54,F,Ed2,35,38,34,51,51,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1716,45-54,M,Ed6,48,43,50,38,48,2,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1717,45-54,M,Ed8,34,45,42,38,35,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1718,35-44,F,Ed8,40,34,53,48,46,2,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1719,45-54,M,Ed6,25,42,43,37,43,3,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1720,25-34,F,Ed7,36,37,46,49,31,2,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1721,25-34,F,Ed7,40,47,38,57,50,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1722,25-34,F,Ed4,31,41,28,47,49,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1723,45-54,M,Ed7,35,47,51,49,53,7,8,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
1724,55-64,M,Ed6,19,39,36,47,45,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1725,45-54,F,Ed6,24,41,42,45,46,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1726,25-34,F,Ed2,25,31,30,54,46,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1727,25-34,F,Ed8,37,42,50,38,38,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1728,18-24,F,Ed2,21,42,33,54,47,3,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1729,45-54,M,Ed8,28,33,43,40,39,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1730,18-24,M,Ed5,18,46,46,44,52,0,5,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1731,25-34,F,Ed5,42,30,41,43,36,3,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1732,45-54,M,Ed8,32,38,48,42,43,3,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1733,25-34,M,Ed6,40,34,40,35,50,4,2,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0
1734,45-54,M,Ed6,27,38,35,43,43,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1735,45-54,F,Ed6,26,45,42,49,51,4,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1736,25-34,F,Ed8,16,42,30,55,54,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1737,35-44,M,Ed6,23,46,48,51,44,2,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1738,45-54,M,Ed6,24,38,45,46,42,3,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1739,55-64,F,Ed1,34,41,41,49,46,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1740,25-34,F,Ed6,38,40,43,45,42,2,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1741,45-54,F,Ed7,27,42,42,42,49,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1742,25-34,F,Ed7,50,44,52,32,42,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1743,35-44,M,Ed7,22,45,53,39,38,5,8,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1744,35-44,F,Ed8,30,43,42,41,48,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1745,55-64,F,Ed5,31,33,36,46,42,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,25-34,F,Ed2,20,46,39,56,55,1,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1747,35-44,F,Ed8,33,36,42,44,43,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1748,45-54,F,Ed5,37,45,49,52,41,4,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1749,18-24,M,Ed7,49,35,60,60,36,6,10,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
1750,25-34,F,Ed3,58,37,43,30,26,6,5,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
1751,45-54,M,Ed2,33,43,40,39,45,3,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1752,25-34,F,Ed7,54,44,55,36,37,7,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1753,25-34,M,Ed7,29,46,41,55,49,5,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1754,25-34,F,Ed6,34,50,46,44,39,6,6,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
1755,18-24,M,Ed5,26,41,49,27,30,6,10,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1756,18-24,F,Ed4,46,49,59,40,49,5,8,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
1757,18-24,M,Ed4,43,40,55,47,29,5,7,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1758,35-44,M,Ed6,46,37,29,41,47,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1759,45-54,M,Ed8,27,37,47,38,49,8,7,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
1760,35-44,M,Ed8,33,27,46,41,44,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1761,45-54,F,Ed6,30,42,47,34,48,4,5,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
1762,35-44,F,Ed6,33,36,45,41,47,6,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1763,18-24,M,Ed5,41,32,46,28,31,2,8,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1764,18-24,F,Ed7,28,32,57,45,57,3,9,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
1765,35-44,M,Ed2,45,38,47,45,35,6,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1766,25-34,F,Ed5,41,52,55,41,48,2,9,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1767,25-34,F,Ed7,44,31,54,58,44,2,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1768,18-24,M,Ed5,39,26,47,51,56,1,4,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1769,25-34,F,Ed5,45,33,54,43,37,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1770,35-44,F,Ed6,28,43,38,47,42,2,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1771,25-34,M,Ed7,31,46,46,46,42,6,10,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1772,55-64,M,Ed5,33,30,45,34,48,5,3,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1
1773,18-24,M,Ed4,32,48,53,43,38,5,9,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1774,25-34,F,Ed8,45,44,43,35,36,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1775,18-24,F,Ed4,44,37,49,46,34,2,7,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
1776,18-24,M,Ed5,27,43,49,46,45,2,4,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
1777,18-24,F,Ed7,44,32,55,45,49,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1778,45-54,F,Ed2,46,35,34,41,35,8,10,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
1779,18-24,F,Ed7,35,42,46,26,47,6,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1780,45-54,M,Ed5,33,40,48,45,40,6,9,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1
1781,18-24,F,Ed7,49,35,31,34,34,4,7,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1782,18-24,M,Ed4,23,36,35,32,50,2,6,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
1783,25-34,F,Ed3,32,43,51,46,50,6,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1784,25-34,F,Ed5,48,34,40,36,35,7,10,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
1785,18-24,M,Ed5,46,32,43,42,32,4,7,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0
1786,25-34,F,Ed8,34,36,43,46,44,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1787,18-24,M,Ed5,29,59,57,43,36,5,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1788,18-24,M,Ed7,41,33,47,48,37,3,9,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1789,45-54,F,Ed7,32,32,45,39,46,2,4,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1790,18-24,M,Ed5,36,39,59,36,30,8,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1791,18-24,M,Ed3,37,42,49,35,39,8,6,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
1792,35-44,F,Ed9,33,39,51,44,55,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
1793,18-24,M,Ed7,42,29,57,39,57,4,9,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0
1794,18-24,M,Ed5,31,39,50,54,38,2,3,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1795,18-24,F,Ed5,44,27,60,44,36,8,9,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1796,25-34,M,Ed7,36,44,53,40,47,4,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1797,35-44,F,Ed2,43,36,31,38,27,3,4,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1798,18-24,M,Ed5,39,39,57,45,30,7,8,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
1799,18-24,M,Ed7,50,29,46,29,36,6,8,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
1800,55-64,M,Ed8,30,51,32,36,52,6,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1801,45-54,M,Ed5,56,31,46,26,20,3,9,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1
1802,25-34,M,Ed9,41,50,60,51,53,5,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1803,18-24,M,Ed8,28,43,55,50,43,7,7,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1804,18-24,M,Ed5,34,51,53,45,34,6,8,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
1805,18-24,M,Ed6,40,39,55,51,37,5,6,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
1806,18-24,M,Ed5,44,36,52,46,38,5,9,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
1807,35-44,F,Ed6,36,34,40,42,33,5,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1808,35-44,M,Ed7,34,33,54,39,29,5,9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1809,18-24,F,Ed8,40,34,42,44,39,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1810,18-24,F,Ed3,48,47,53,33,43,6,10,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
1811,18-24,M,Ed7,30,31,53,35,48,5,10,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1812,18-24,M,Ed5,22,34,53,43,55,2,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1813,25-34,F,Ed4,49,39,49,34,32,6,10,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
1814,25-34,M,Ed7,29,44,47,42,38,7,9,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
1815,35-44,F,Ed7,45,35,59,40,51,4,9,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1816,18-24,F,Ed8,37,42,39,53,48,2,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1817,45-54,M,Ed7,20,40,47,38,41,5,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1818,18-24,F,Ed5,35,31,48,50,44,6,8,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
1819,25-34,F,Ed7,37,44,50,39,41,8,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1820,18-24,M,Ed8,14,55,54,45,51,3,9,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1821,18-24,M,Ed5,51,25,55,39,21,8,5,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1822,45-54,F,Ed5,49,39,49,46,37,8,4,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1823,18-24,M,Ed5,28,42,57,36,36,3,7,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
1824,18-24,F,Ed5,48,31,53,41,24,6,5,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0
1825,25-34,M,Ed7,31,29,42,41,39,5,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1826,18-24,M,Ed7,36,32,47,34,42,3,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1827,18-24,F,Ed7,38,38,52,51,42,6,6,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1828,25-34,F,Ed7,26,29,47,45,44,3,8,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
1829,25-34,F,Ed8,32,47,49,26,41,6,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1830,25-34,F,Ed7,44,28,44,33,33,1,2,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0
1831,25-34,F,Ed7,37,22,48,36,35,2,4,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1832,18-24,M,Ed4,38,40,49,37,27,4,9,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1833,18-24,M,Ed7,14,52,52,45,55,2,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1834,35-44,F,Ed7,32,32,48,41,50,3,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1835,25-34,M,Ed5,29,44,43,40,44,6,7,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1836,45-54,M,Ed7,42,34,46,40,30,7,8,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
1837,35-44,F,Ed6,54,26,52,45,28,6,2,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0
1838,35-44,F,Ed5,39,29,49,48,40,3,8,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
1839,35-44,F,Ed6,35,34,46,47,44,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1840,25-34,F,Ed6,22,46,57,52,44,7,10,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1841,55-64,F,Ed7,40,44,49,52,41,6,4,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0
1842,18-24,M,Ed5,37,37,55,41,33,7,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1843,25-34,M,Ed7,47,39,54,29,48,5,4,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1844,45-54,M,Ed9,33,34,46,32,41,3,4,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
1845,18-24,M,Ed5,30,43,58,51,45,4,8,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1846,45-54,M,Ed7,35,44,50,48,50,3,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1847,18-24,M,Ed5,24,48,52,50,49,6,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1848,18-24,F,Ed7,51,33,54,37,31,9,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1849,18-24,F,Ed5,42,33,49,47,49,8,9,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
1850,45-54,M,Ed6,26,33,39,38,47,1,4,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1851,25-34,F,Ed7,55,30,57,48,34,4,2,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1
1852,18-24,M,Ed3,39,44,44,41,32,6,9,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1853,25-34,M,Ed6,40,46,45,40,47,4,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1854,25-34,F,Ed8,34,39,43,41,48,3,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1855,35-44,M,Ed2,31,31,43,46,41,3,3,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0
1856,18-24,M,Ed5,34,48,44,29,45,3,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1857,18-24,M,Ed5,22,41,58,41,42,6,7,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1858,18-24,M,Ed3,34,40,50,41,30,7,9,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1859,35-44,M,Ed6,25,47,50,43,43,2,7,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
1860,18-24,M,Ed5,39,36,44,33,35,1,8,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
1861,18-24,M,Ed5,52,42,56,42,28,9,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1862,18-24,M,Ed4,33,42,49,42,41,6,9,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1863,35-44,M,Ed5,32,40,51,45,43,3,8,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1864,55-64,F,Ed7,21,32,53,40,37,2,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1865,25-34,F,Ed7,32,40,54,42,45,6,7,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
1866,45-54,M,Ed1,43,37,49,36,44,5,7,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1867,18-24,F,Ed5,42,44,60,36,48,6,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1868,25-34,M,Ed5,19,40,58,37,45,3,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1869,18-24,F,Ed6,36,40,59,39,25,6,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1870,18-24,F,Ed7,37,34,55,45,52,2,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1871,18-24,F,Ed5,47,37,48,38,41,8,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1872,18-24,M,Ed5,30,39,48,32,31,4,7,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1873,18-24,M,Ed5,34,47,55,41,42,4,8,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
1874,25-34,F,Ed7,26,46,57,54,50,2,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1875,18-24,M,Ed4,46,37,55,36,43,2,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1876,18-24,M,Ed5,28,40,59,48,30,6,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1877,18-24,M,Ed3,43,31,50,39,39,5,7,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1878,65+,M,Ed5,55,39,59,49,37,3,6,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1879,18-24,M,Ed5,35,27,50,38,41,7,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1880,25-34,M,Ed5,34,36,55,37,36,5,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1881,18-24,M,Ed3,50,26,42,31,46,3,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1882,18-24,M,Ed7,35,27,52,38,55,2,5,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
1883,18-24,M,Ed5,28,42,48,41,40,6,8,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1884,18-24,F,Ed5,25,51,57,48,33,6,10,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
1885,18-24,M,Ed5,33,51,50,48,30,6,8,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
1886,25-34,F,Ed7,47,30,37,31,31,5,4,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
1887,18-24,F,Ed5,45,26,48,32,22,7,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1888,18-24,M,Ed5,31,53,56,50,45,6,9,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
