name,cuisine,inspection_date,score,critical
E.A.K. RAMEN,Japanese,01/19/2022,0,1
ARIA WEST VILLAGE,Italian,11/13/2024,19,1
CAFE D'AVIGNON,Bakery Products/Desserts,12/07/2023,13,1
787 COFFEE,Coffee/Tea,10/10/2024,19,1
FIELDS GOOD CHICKEN,Chicken,10/08/2024,12,1
MON CHER MARKET,American,03/01/2022,25,1
MOLLY'S CUPCAKES,Bakery Products/Desserts,04/13/2022,18,0
NIZZA,Italian,10/22/2024,7,1
CI SIAMO,Italian,05/03/2022,20,1
GRANDMA PIZZA,Pizza,06/15/2022,17,1
SUBWAY,Sandwiches,02/24/2023,12,1
ESSEN,American,07/28/2022,38,0
LA PARISIENNE,French,03/24/2022,12,1
JUNIOR'S TACOS,Tex-Mex,09/12/2024,9,1
SU KHUM VIT 51,Thai,04/07/2023,11,0
GNOCCO,Italian,11/15/2023,5,0
BARKING DOG,American,08/04/2022,32,1
EL NUEVO CARRIBENO,Latin American,06/16/2022,32,1
LA QUINTA INNS AND SUITES,American,06/06/2022,54,1
MANHATTAN MONSTER,American,10/09/2024,13,0
CAFE SELECT,Eastern European,02/27/2023,7,1
HANABI JAPANESE CUISINE,Japanese,11/01/2023,7,1
HANE SUSHI,Japanese,10/19/2022,29,1
HOP WON EXPRESS,Chinese,06/13/2022,29,1
ANDIE'S EATS,Bakery Products/Desserts,01/11/2024,70,1
EL NUEVO CARRIBENO,Latin American,06/16/2022,32,0
A SAFFRON THREAD,Indian,01/25/2022,5,0
BANGKLYN EAST HARLEM,Thai,04/05/2023,44,1
CHA CHA MATCHA,Coffee/Tea,08/23/2023,29,1
LITTLE WAYLA/WAYLA,Thai,04/16/2024,12,0
POKE BAR,Hawaiian,12/20/2023,16,0
HAMILTON HALL,American,03/05/2025,27,1
WOK IN THE CLOUDS,Indian,01/19/2023,43,1
NEW MOON,Chinese,11/17/2021,13,1
SERRA by BIRRERIA (EATALY),Italian,07/14/2022,22,0
STARBUCKS COFFEE,Coffee/Tea,10/31/2024,13,1
LUKE'S LOBSTER,Seafood,04/13/2022,11,1
SAM'S DELI,American,03/11/2022,7,1
ITO,Japanese,10/17/2024,23,0
STICKY'S FINGER JOINT,Chicken,06/27/2022,11,1
HAMPTON INN CHELSEA,American,03/21/2022,31,1
SHUYA,Japanese,12/07/2023,2,0
LA SALLE DUMPLING ROOM,Chinese,07/11/2022,32,1
LUCHADORES,Mexican,02/01/2023,54,1
CONMIGO,Mexican,02/13/2025,25,1
VFC KITCHEN CHINESE FOOD,Chinese,03/03/2025,44,1
JOE COFFEE COMPANY,Coffee/Tea,01/30/2025,17,1
MAESTRO PASTA,Italian,06/01/2022,47,1
BONJOUR CREPES & WINE,Sandwiches,12/02/2024,46,0
AVOCADO OH SMOOTHIE,"Juice, Smoothies, Fruit Salads",08/27/2024,26,0
GRAND MASTER DUMPLING,Chinese,08/21/2024,13,1
MEE SUM CAFE,Coffee/Tea,06/27/2022,50,1
CHOP-SHOP,Asian/Asian Fusion,01/06/2025,31,0
EGG SHOP,American,05/19/2022,17,0
MUGHLAI INDIAN CUISINE,Indian,10/24/2023,31,1
TWO BOOTS PIZZA,Pizza,04/18/2023,9,0
P & S DELI GROCERY,American,02/08/2022,17,1
NEW SKY DRAGON RESTAURANT,Chinese,07/12/2023,10,1
BONCHON,Korean,12/05/2022,34,0
SESAMO,Italian,03/01/2023,27,1
RICARDO STEAK HOUSE,Steakhouse,02/15/2023,14,0
La Amistad Pizzeria & Grill,American,10/05/2022,25,0
PERRINE,French,09/17/2024,28,1
WESTVILLE HUDSON,American,06/14/2023,16,0
MATCHAFUL,Coffee/Tea,10/11/2022,38,0
EXTRA VIRGIN,Mediterranean,03/31/2022,35,1
MCDONALD'S,Hamburgers,07/30/2021,4,0
MEXICUE,Mexican,08/21/2024,27,1
FAILTE,Irish,05/17/2022,111,0
NOODIES THAI,Thai,11/29/2023,93,0
ORAMEN,Japanese,07/18/2024,8,0
THE BEAN,Coffee/Tea,11/04/2022,11,1
THE COPPOLA CAFE,Italian,04/28/2023,66,1
BIG WONG RESTAURANT,Chinese,01/17/2025,81,1
TACO BELL,Tex-Mex,06/04/2024,9,0
PAZZA NOTTE,Italian,02/09/2022,32,1
HORTUS NYC,Asian/Asian Fusion,12/13/2022,28,1
CHIPOTLE MEXICAN GRILL,Tex-Mex,07/03/2024,32,0
SCHNIPPER'S QUALITY KITCHEN,Hamburgers,05/09/2024,24,1
DONBURIYA,Japanese,07/30/2024,11,0
MELBA'S,American,09/18/2024,42,1
EL CONDE NUEVO,Spanish,03/21/2024,35,0
ZARO'S BREAD BASKET,Bakery Products/Desserts,08/03/2021,21,0
KOLOMAN RESTAURANT & LOBBY BAR (in ACE Hotel New York),American,05/19/2023,38,1
TEXAS CHICKEN & BURGERS,Chicken,10/23/2024,19,1
STARBUCKS,Coffee/Tea,06/13/2022,5,1
STARBUCKS,Coffee/Tea,01/06/2022,13,0
FINEST DUMPLING RESTAURANT,Chinese,03/08/2023,12,0
BAR TULIX,Mexican,04/30/2024,16,1
MANDARIN ORIENTAL NEW YORK- LOBBY LOUNGE 35TH FLOOR,Asian/Asian Fusion,08/05/2022,13,1
LA COLOMBE,Coffee/Tea,10/22/2024,26,1
ELEPHANT EAR THAI EATERY,Japanese,11/28/2023,36,1
THE CLOUD HOTEL,American,12/08/2023,26,1
CAFE DELIA,Coffee/Tea,07/09/2024,5,1
JACOB RESTAURANT,Soul Food,05/25/2022,13,0
SUBWAY,Sandwiches,11/01/2023,22,0
WESTVILLE HUDSON,American,06/08/2022,44,1
VENCHI,Not Listed/Not Applicable,07/18/2024,13,1
OAKBERRY,"Juice, Smoothies, Fruit Salads",09/26/2023,36,1
BANQUET KITCHEN,Fusion,07/10/2023,13,0
BAZ BAGEL AND RESTAURANT,American,09/22/2022,20,0
FLOR DE MAYO,Spanish,10/16/2023,10,0
SETTE MEZZO,Italian,04/25/2024,12,0
LLOYD'S CARROT CAKE,Bakery Products/Desserts,02/08/2024,68,1
GONG CHA,Coffee/Tea,06/06/2022,13,0
REICHENBACH HALL,German,08/11/2022,10,1
BLUE STRIPES,Coffee/Tea,06/07/2024,35,1
5 ESTRELLA BAKERY,Bakery Products/Desserts,02/10/2023,13,0
TULCIMEXICO RESTAURANT,Mexican,06/16/2022,49,0
FALAFEL STATION,Mediterranean,12/30/2024,44,1
HIDEAWAY,American,02/10/2025,26,1
EL PATIO DE FELA,Spanish,08/09/2024,13,0
VILLAGE TAVERNA GREEK GRILL,Greek,04/18/2022,20,1
BERNARD B JACOBS THEATER,American,10/26/2022,7,0
LE CAFE COFFEE,French,11/09/2023,2,0
THONGLOR NEW YORK,Thai,08/22/2024,12,1
MING KEE KITCHEN,Chinese,02/23/2023,31,1
BROADWAY AU LAIT,Vegetarian,04/27/2023,6,0
MOMOYA Soho / Happy Tuna,Japanese,03/29/2023,48,1
THE IVY COFFEE & BAKERY,Coffee/Tea,08/22/2023,39,1
MANITOBA'S,American,01/02/2018,23,1
SUBWAY,Sandwiches,11/03/2022,34,1
(PUBLIC FARE) 81st street and central park west (Delacorte Theatre),American,07/25/2018,27,1
GUMPTION COFFEE,Coffee/Tea,11/07/2024,22,1
STONE BRIDGE PIZZA & SALAD,Pizza,05/15/2023,10,1
SARAVANA BHAVAN,Indian,09/21/2023,65,0
FOUR SEASONS HOTEL NEW YORK,American,08/28/2019,5,1
TIM HO WAN,Chinese,07/18/2024,23,1
BLACK FOX COFFEE CO,Coffee/Tea,09/27/2024,23,1
LA NOSTRA PIZZERIA,Pizza,11/22/2022,13,1
DIMSUM GARDEN,Chinese,07/18/2023,34,0
FAY DA BAKERY,Chinese,08/23/2022,37,0
GAIA RESTAURANT,Mediterranean,10/22/2024,19,1
THINK COFFEE,Coffee/Tea,12/27/2022,9,0
THE BLARNEY STONE PUB & RESTAURANT,American,07/21/2021,10,0
NIZZA,Italian,10/22/2024,7,0
GUPSHUP,Indian,05/23/2023,25,1
CORBET & CONLEY CATERERS,American,10/17/2024,56,1
NEW YORK LAW SCHOOL,American,03/31/2022,5,0
SCHMACKARY'S,American,02/20/2024,8,0
ASIAN TASTE,Asian/Asian Fusion,04/11/2022,58,1
"THE PENINSULA NEW YORK, CLEMENT/ THE GOTHAM LOUNGE/ SALON DE NING",American,04/28/2023,33,1
CHIRPING CHICKEN,Chicken,06/27/2022,11,1
"Café Medi, Jia Lounge",American,04/25/2017,40,1
BUDDAKAN,Asian/Asian Fusion,12/13/2022,12,0
SABLE'S,American,11/30/2021,26,1
DOUGHNUTTERY,American,04/28/2023,25,1
CHEZ MATY ET SOKHNA,African,05/04/2023,27,1
UVA NEXT DOOR,Italian,01/28/2025,19,0
HEARST CORPORATION EDR,American,03/25/2022,11,0
LE PAIN QUOTIDIEN,French,06/13/2022,12,0
STARBUCKS,Coffee/Tea,10/25/2023,9,0
SUBWAY,Sandwiches,03/19/2024,27,1
GUGU ROOM,Filipino,04/27/2023,33,1
HIDDEN CITY CATERING,American,11/17/2022,28,1
BAZAR,Tapas,08/10/2023,17,1
FOREIGNER,Coffee/Tea,05/01/2023,31,1
GREEDY POT,Soul Food,02/09/2023,7,1
LUCKY CAT,Japanese,06/22/2023,55,1
FUNNY BBQ,Barbecue,05/19/2022,0,1
NO.1 CALLE 191 PESCADERIA,Seafood,11/30/2022,9,0
THE COPPER STILL,American,11/21/2022,20,1
ODD SISTER,Italian,04/27/2022,27,0
NEW DRAGON,Chinese,08/12/2024,9,1
SWEET CHURROS,Frozen Desserts,05/09/2022,13,0
BAO BY KAYA (Urban space),Asian/Asian Fusion,10/23/2024,19,0
POPEYES,Chicken,09/14/2022,10,1
D & P 52ND FLOOR,Other,07/05/2023,7,0
THE RINKSIDE & LODGE BAR,Other,11/28/2023,42,0
SALT AND PEPPER RESTAURANT & CAFE,Fusion,10/16/2023,50,1
FLACO'S PIZZERIA,Pizza,04/12/2022,30,1
FACTORY TAMAL,Mexican,05/04/2022,7,1
ZELMA'S CAFFE,Coffee/Tea,03/23/2023,12,1
KURUMAZUSHI RESTAURANT,Japanese,04/09/2024,12,1
456 NEW SHANGHAI RESTAURANT,Chinese,05/07/2024,44,1
EL AGUILA,Mexican,08/05/2022,27,1
PLANTSHED,Coffee/Tea,01/03/2024,13,1
THE DISTRICT,American,11/25/2024,35,1
DIG,American,12/11/2024,22,1
THE HUNGRY HERO,Sandwiches/Salads/Mixed Buffet,12/13/2023,44,1
ROMANO PIZZA,Pizza,03/25/2024,13,1
VAN LEEUWEN,Frozen Desserts,02/27/2024,13,0
NEW AMSTERDAM THEATER,American,10/25/2018,11,0
L'AVION CAFÉ,Coffee/Tea,11/21/2023,18,1
ARC'TERYX,American,09/24/2024,13,1
HOTEL CARLYLE,American,04/19/2022,10,0
BLUJEEN,American,02/05/2020,29,1
THOMPSON CENTRAL PARK HOTEL - NEW YORK,American,02/14/2025,22,1
JOE & THE JUICE,Coffee/Tea,08/17/2022,36,0
QUEENSYARD,American,05/13/2024,26,0
ANTALIA,Mediterranean,08/22/2022,52,1
"BAKED BY LUIGI, NYC PIZZA",Pizza,02/06/2025,25,1
UNCLE PAULS PIZZA NY,Pizza,04/22/2022,0,1
THE HORNY RAM,American,09/01/2021,16,1
SUBWAY,Sandwiches,07/15/2022,10,1
KEBAB EXPRESS,Middle Eastern,08/21/2023,45,1
WASABI SUSHI & BENTO,Japanese,11/03/2022,23,1
BURGERMANIA,Hamburgers,08/31/2023,11,1
BUDDHA BODAI KOSHER VEGETARIAN RESTAURANT,Vegetarian,04/09/2024,50,1
MISS LILY'S 7A,Caribbean,01/06/2022,9,0
ROCKY'S PIZZERIA & RESTAURANT II,Pizza,06/28/2023,11,0
SHAKE SHACK BRYANT PARK,Sandwiches,10/28/2022,13,1
PRINTERS ALLEY,American,01/25/2023,12,1
PIG & BUTTER,American,12/28/2022,18,0
SUBWAY CAFE,Sandwiches,12/12/2023,10,1
787 COFFEE,Coffee/Tea,09/10/2024,50,1
MOE'S CAFE,American,12/04/2023,19,0
TRIBECA ROOFTOP (10 DESBROSSES STREET),American,03/13/2024,10,1
IL MONELLO,Italian,11/20/2024,25,1
KFC,Chicken,07/07/2023,37,1
JANE STREET,American,08/16/2024,5,0
JOE'S SHANGHAI RESTAURANT,Chinese,01/12/2023,13,1
JUST SALAD,Salads,06/24/2024,10,1
MCM COFFEE,Coffee/Tea,07/10/2024,19,1
ROSSINI'S,Italian,01/03/2022,12,0
CAFE UN DEUX TROIS,French,05/05/2022,28,1
NAPOLI PIZZA,Pizza,09/21/2022,42,1
SAN LOCO,Mexican,01/03/2024,11,1
DOMINO'S PIZZA,Pizza,07/01/2022,0,1
VANESSA DUMPLINGS,Chinese,04/15/2024,11,0
STARBUCKS COFFEE COMPANY,Coffee/Tea,11/25/2024,9,0
CAPRI BAKERY,Bakery Products/Desserts,03/03/2025,35,1
HEARST CORPORATION EDR,American,10/01/2024,7,0
BLUESTONE LANE,Australian,11/15/2024,12,0
DAN JONES COFFEE BAR,Coffee/Tea,02/22/2023,44,0
LA NONNA,Italian,05/02/2023,25,1
SWEETS LABORATORY BY HANAMIZUKI,Japanese,03/16/2022,16,1
BURGER ONE NYC,American,04/01/2022,11,1
STARBUCKS COFFEE #49952,Coffee/Tea,03/05/2025,18,1
DIM SUM PALACE,Chinese,01/03/2024,56,0
VIVI BUBBLE TEA,Coffee/Tea,11/09/2023,19,1
LIFE CAFE,Other,04/21/2023,5,1
KOBE SUSHI JAPANESE CUISINE,Japanese,06/15/2023,10,1
EMMY SQUARED PIZZA,Pizza,08/16/2023,26,1
INTERLUDE CAFE,Coffee/Tea,08/24/2021,8,1
MISSION CEVICHE,Peruvian,04/16/2024,9,0
MOGE TEE,"Juice, Smoothies, Fruit Salads",03/07/2022,29,1
FELICE 56,Italian,08/23/2022,48,1
ALLORA,Italian,05/22/2024,22,1
E-NOODLE,Chinese,09/08/2023,32,0
DIG,American,10/31/2024,10,0
ATOMIX,Korean,05/23/2023,12,0
FIAT CAFE,Italian,11/12/2024,11,0
DUNKIN-BASKIN ROBBINS,Donuts,08/27/2024,13,0
CHIPOTLE MEXICAN GRILL,Tex-Mex,02/06/2024,11,0
SEATTLE CAFE,American,12/19/2024,22,0
CAFE GUSTO II,American,01/12/2023,18,0
GRACE CAFE,American,02/10/2023,22,1
LE ZIE TRATTORIA,Italian,12/20/2022,29,1
DOUGHNUTTERY,Donuts,10/28/2022,5,1
UPSIDE PIZZA,Pizza,05/24/2024,12,0
HAWA SMOOTHIES & BUBBLE TEA,"Juice, Smoothies, Fruit Salads",06/27/2022,32,0
HERBS THAI BISTRO,Thai,05/22/2024,39,0
HIRAMASA,Japanese,01/20/2022,19,0
GREGORY'S COFFEE,Coffee/Tea,08/30/2024,13,0
BLAGGARD'S PUB,Irish,03/23/2022,59,0
SHAKE SHACK,Hamburgers,01/02/2024,7,0
DEEP INDIAN KITCHEN,Indian,09/19/2023,31,0
BITES OF XI'AN,Chinese,03/30/2023,32,0
THE HARISSON,American,12/19/2024,13,1
"THE LAVAUX, SWISS WINE AND FONDUE BAR",American,06/23/2023,34,0
IRIS,Mediterranean,05/23/2023,34,1
THE DISTRICT,American,01/12/2023,5,1
MIYAKO,Japanese,12/18/2023,8,0
PETITE MAMAN,Sandwiches,07/18/2023,29,1
TACO BELL,Tex-Mex,10/30/2023,31,0
BOBA WHALE,Coffee/Tea,06/23/2023,11,1
COBBLE & CO,American,06/29/2023,12,1
LA PIZZA ITALIA,Pizza,09/28/2023,80,1
DOS TOROS,Mexican,05/09/2022,28,1
TULCINGO AZTECA RESTAURANT CORP,Mexican,03/16/2023,31,1
AANGAN INDIAN RESTAURANT,Indian,05/25/2023,52,1
EMILY,American,05/18/2022,0,1
MEL & TOAST,Sandwiches,04/03/2024,27,0
GRAMERCY KITCHEN,American,03/12/2024,12,1
NB WING WONG,Chinese,01/13/2023,48,1
STARBUCKS,Coffee/Tea,03/30/2023,8,0
ROSSY'S BAKERY & COFFEE SHOP,Spanish,11/29/2023,11,1
SKY PAVILION,Chinese,08/15/2024,74,1
DIM SUM PALACE,Chinese,05/07/2024,21,0
ANGELA'S CAKE,Bakery Products/Desserts,02/23/2024,23,0
PLAYA BOWLS,"Juice, Smoothies, Fruit Salads",05/08/2024,17,0
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,06/13/2022,0,1
EL CASTILLO DE JAGUA RESTAURANT,Latin American,07/13/2022,58,1
KENNEDY CHICKEN & PIZZA,Chicken,02/28/2022,7,0
EL MILAGRO RESTAURANT AND GRILL,Latin American,12/05/2024,52,1
INATTESO CAFE CASANO,Coffee/Tea,09/28/2022,2,0
PEPOLINO,Italian,09/20/2022,11,1
EL POTE RESTAURANT,Spanish,11/10/2021,54,0
CORVO COFFEE,Coffee/Tea,02/01/2022,16,0
RIGOR HILL MARKET,American,11/20/2024,10,1
MICHAELI BAKERY,Bakery Products/Desserts,12/11/2024,8,0
COPPER MUG COFFEE,Coffee/Tea,05/09/2023,7,1
WELCOME TO THE JOHNSON'S,American,08/09/2022,7,0
MAMA FINA'S,Filipino,06/13/2022,75,0
BERNARD B JACOBS THEATER,American,04/17/2024,7,0
FLANNERY'S BAR,American,06/17/2024,19,0
GOOD THANKS CAFE,Australian,01/11/2023,9,1
CRIMSON & RYE,American,10/29/2018,8,1
AGAVE,Mexican,05/18/2022,30,1
MAMO RESTAURANT,Italian,06/18/2024,17,1
COOK EATERY,American,09/02/2022,46,1
TRIONA'S,Irish,07/18/2024,29,0
JOE & THE JUICE,"Juice, Smoothies, Fruit Salads",12/16/2024,11,0
MOGE TEE,"Juice, Smoothies, Fruit Salads",05/25/2022,19,1
LUTHUN,American,03/18/2023,20,1
ROCKEFELLER UNIVERSITY - CAFE,American,07/12/2024,13,1
OAKBERRY,"Juice, Smoothies, Fruit Salads",10/25/2021,53,1
TSQ FOOD COURT,Sandwiches,02/18/2025,43,1
THE STAND,American,07/27/2022,0,1
KOLOMAN RESTAURANT & LOBBY BAR (in ACE Hotel New York),American,08/28/2023,22,1
HUASCAR & COMPANY BAKESHOP,Bakery Products/Desserts,05/28/2024,12,1
KRISPY KREME DOUGHNUT,Donuts,05/08/2024,9,0
SUBWAY CAFE,Sandwiches,12/17/2024,6,1
MANHATTANVILLE COFFEE,Coffee/Tea,05/26/2023,11,0
THE CAULDRON FLATIRON DISTRICT,American,10/01/2024,40,0
MOCHA BURGER,Jewish/Kosher,06/05/2024,33,1
BAGEL & SCHMEAR,American,01/13/2025,33,1
DIM SUM CHELSEA,Chinese,06/24/2024,21,1
CHEFSCAPE,American,09/05/2024,11,0
UKRAINIAN RESTAURANT,Eastern European,01/16/2024,27,1
SUBWAY,Sandwiches,09/15/2022,13,1
FELIX,French,02/09/2022,33,1
TACO BELL,Tex-Mex,06/24/2022,0,1
BONDI SUSHI,Japanese,02/22/2022,13,1
THE TIPPLER,American,05/14/2024,23,1
PIZZA TOWN,Pizza,04/25/2022,59,1
JOE'S HOME OF SOUP DUMPLINGS,Chinese,03/13/2025,38,1
STARBUCKS,Coffee/Tea,07/03/2024,6,0
BLUE SPOON,American,04/26/2022,50,0
LALIBELA ETHIOPIAN RESTAURANT,Ethiopian,11/29/2021,45,1
FALAFEL TARBOOSH,Middle Eastern,08/18/2022,12,1
HARDING'S,American,10/25/2023,22,0
FIG & OLIVE,Mediterranean,03/23/2022,0,0
PIO PIO,Peruvian,06/08/2022,26,1
SVETA,Russian,02/15/2024,12,1
DEBUTEA,Coffee/Tea,06/11/2024,23,1
SURREAL CREAMERY,Frozen Desserts,05/09/2023,17,1
WAT'S ON YOUR PLATE,Caribbean,01/30/2025,40,0
"DUNKIN', 'BASKIN ROBBINS",Donuts,02/17/2023,13,0
FRESH KITCHEN,American,04/10/2023,26,0
READY TO EAT,American,06/07/2022,0,0
YVES,Moroccan,08/22/2023,16,1
OBAO,Thai,11/12/2024,70,1
BIG ARC CHICKEN,Middle Eastern,10/17/2023,32,1
MCDONALD'S,Hamburgers,01/22/2024,13,1
OSTERIA NONNINO,Italian,02/28/2024,30,1
GREAT N.Y. NOODLETOWN,Chinese,08/15/2023,27,1
TACOMBI,Tex-Mex,05/29/2024,13,0
THE COSMOPOLITAN CLUB,American,02/15/2022,19,0
NEW LEVEL JUICE,"Juice, Smoothies, Fruit Salads",09/15/2022,44,1
MANHATTAN SCHOOL OF MUSIC,American,09/13/2024,19,1
AMSTERDAM CAFE,Sandwiches,12/19/2023,36,0
NEW YORK PIZZA SUPREMA,Pizza,11/19/2024,27,0
ESS-A-BAGEL,Bagels/Pretzels,08/11/2021,11,1
CAFE HUGO,American,04/19/2022,12,1
WAT'S ON YOUR PLATE,Caribbean,12/11/2024,49,1
ZEST,Other,11/19/2024,25,1
QUANTUM LEAP,Vegetarian,09/12/2022,25,1
PARM,Italian,06/24/2022,9,1
BAKER STREET IRREGULARS,American,08/31/2023,98,0
DIVE 75,American,04/06/2022,12,1
AL'S DELI,Sandwiches,03/31/2023,33,0
MADAME BONTE,French,01/04/2024,18,0
FIVE IRON GOLF,American,12/13/2023,27,1
MARATHON COFFEE,Coffee/Tea,04/06/2023,7,0
AU ZA'ATAR,Middle Eastern,10/02/2023,16,0
JORDAN SNACK BAR AND BURGER,Spanish,09/14/2022,0,0
LE CAFE COFFEE,Coffee/Tea,08/11/2023,7,1
NARA,Japanese,05/03/2022,91,1
MLB PATINA,American,03/28/2023,12,1
STICKY'S FINGER JOINT,American,12/05/2023,13,0
OFFISIDE,American,01/26/2024,10,0
CASA ADELA RESTAURANT,Latin American,01/14/2025,23,0
KA WAH BAKERY,Chinese,01/21/2025,56,1
FASANO FIFTH AVENUE BAR,Italian,07/10/2024,4,0
MANGO MANGO DESSERT,Chinese,05/20/2024,24,1
MEE SUM CAFE,Coffee/Tea,04/14/2023,36,1
ROSELLA,Japanese,02/02/2023,12,0
STICKY'S FINGER JOINT,Chicken,06/21/2023,7,1
IRVING FARM,American,03/09/2023,13,0
EDEN WOK,Jewish/Kosher,07/23/2024,78,1
SHIMA SUSHI,Asian/Asian Fusion,11/28/2022,67,0
LITTLE MYANMAR,Asian/Asian Fusion,10/29/2024,26,0
IL CARINO RESTAURANT,Italian,06/12/2024,8,0
HAVANA SOCIAL,Latin American,07/30/2024,96,1
WHITMANS,American,01/12/2023,26,1
BANH MI ZON,Asian/Asian Fusion,03/01/2023,13,1
THE DISTRICT,American,03/28/2022,39,1
KRUNCHY CUERITOS,Latin American,10/04/2022,24,1
LOUIE'S CHICKEN,Chicken,03/09/2022,13,0
EASY CORNER,Caribbean,08/30/2022,46,1
"RED FARM, DECOY",Chinese,10/03/2019,21,0
DOMINO'S,Pizza,08/20/2024,27,0
FOREIGNER,Coffee/Tea,05/01/2023,31,1
THREE GUY'S RESTAURANT,American,12/02/2022,30,0
M & D COFFEE CAFE,American,12/28/2023,43,1
ETC.,American,01/26/2023,21,0
"THE LITTLE BEET , MELT SHOP",American,01/30/2024,11,0
PIZZA TOWN,Pizza,10/01/2024,41,0
CASA LEVER,Italian,04/04/2024,4,0
JOE'S HOME OF SOUP DUMPLINGS,Chinese,03/13/2025,38,0
JUST SALAD,Salads,01/09/2025,26,1
HUDSON CLEARWATER,French,12/06/2022,5,0
Playwright Celtic Pub,Irish,02/10/2022,17,0
FAMOUS SICHUAN,Chinese,03/16/2022,54,1
PIETROS,Italian,01/06/2022,4,0
SQUARE DINER,American,08/02/2023,12,1
STARBUCKS,Coffee/Tea,10/19/2023,17,0
STARBUCKS,Coffee/Tea,11/01/2022,18,1
CAPRI BAKERY,Bakery Products/Desserts,03/03/2025,35,1
EL CONDE NUEVO,Spanish,08/10/2021,22,1
STK STEAKHOUSE MIDTOWN,Steakhouse,04/17/2023,13,0
POSTO THIN CRUST PIZZA,Italian,02/10/2022,11,0
787 COFFEE,Mexican,02/15/2023,81,1
EMPANADAS MONUMENTAL,Spanish,11/14/2023,19,1
PICCOLO CAFE,Italian,05/17/2018,11,1
GROUND CENTRAL COFFEE COMPANY,Coffee/Tea,06/13/2024,31,1
HARDING'S,American,10/25/2023,22,1
KYURAMEN / TBAAR,Japanese,07/20/2023,29,0
TEA MAGIC,Coffee/Tea,12/28/2023,29,0
TWO BOOTS WEST VILLAGE,Pizza,01/05/2023,51,1
JIMBO'S BURGER PALACE,American,01/22/2025,22,1
GADFLY BAR,American,03/28/2023,26,0
BENJAMIN STEAK HOUSE,Steakhouse,03/29/2022,9,0
PASTA LOVERS TRATTORIA,Italian,01/12/2022,76,1
THAI HOT BOX,Thai,07/28/2021,2,0
CACIO E VINO,Italian,06/28/2023,64,1
SOPHRA TURKISH RESTAURANT,Turkish,02/28/2024,11,0
FLOWERS CAFE,Coffee/Tea,07/14/2022,45,1
$1.50 PIZZA SLICE,Pizza,11/25/2024,20,1
SAI TONG,Thai,12/05/2024,10,1
CACIO & PEPE,Italian,06/01/2023,10,0
HAPPY BOWLS,"Juice, Smoothies, Fruit Salads",01/02/2024,13,0
BOMBAY'S,Indian,08/27/2024,13,0
MALINEE,Thai,06/06/2024,44,0
SARABETH'S,American,11/25/2024,15,0
ORSO,Italian,02/03/2023,7,1
TAQUERIA GRAMERCY,Mexican,05/20/2022,27,1
AMC THEATRES,American,09/09/2021,17,1
IPPUDO NY,Japanese,06/06/2022,0,0
OXIDO,Mexican,03/03/2023,10,1
THE BISTRO AT THE COURTYARD & RESIDENCE INN BY MARRIOTT,American,07/15/2022,42,0
DISHES,American,06/13/2024,43,0
EL CHILTEPIN 3,Mexican,01/16/2025,33,1
SPANISH DINER,Spanish,07/30/2024,13,0
SMOKIN' JOE,Asian/Asian Fusion,01/29/2025,13,1
OAKBERRY,"Juice, Smoothies, Fruit Salads",09/26/2023,36,1
272 UPTOWN PIZZA,Pizza,07/06/2022,11,1
SMILE TO GO,American,01/27/2022,7,1
ADEMI COFFEE AND TEA,Coffee/Tea,08/18/2023,12,1
CAFE CELLO DELI,American,10/23/2023,26,0
REGAL CINEMAS,American,07/30/2024,13,1
PINK TACO,Mexican,09/18/2024,35,1
ELSA LA REINA DEL CHICHARRON,Latin American,05/03/2024,57,1
CAFE HONG KONG,Chinese,01/27/2025,31,0
SMOOTHIE JUICE BAR,"Juice, Smoothies, Fruit Salads",08/03/2022,12,1
DHOM,Thai,08/25/2022,13,1
BROOKLYN PIZZA MASTERS,Pizza,05/09/2024,12,1
ROTISS,Chicken,11/07/2024,47,1
CAFE PARADISO,Italian,10/04/2023,9,0
BLACK TAP,American,12/18/2024,22,0
PRETTY RICKY'S,American,06/18/2024,33,0
ARORA,American,07/27/2023,13,0
NEW CHINATOWN,Chinese,02/07/2023,6,0
SUNDAYS WELL,American,12/17/2024,10,1
THE PLAYERS,American,02/08/2022,26,0
DUNKIN,Donuts,09/27/2023,9,0
TURNTABLE CHICKEN JAZZ,Korean,05/08/2024,13,0
OH K-DOG,Korean,12/02/2024,28,0
MUGHLAI INDIAN CUSINE,Indian,12/07/2023,56,1
CHIPOTLE MEXICAN GRILL #3544,Tex-Mex,09/07/2022,13,0
FOUNDRY KITCHEN & BAR,American,02/20/2025,13,1
PAOLA'S OSTERIA,Italian,12/20/2022,23,0
JUST SALAD,Salads,05/25/2023,9,0
CHRISTMAS IN THE CITY,Coffee/Tea,08/03/2022,33,1
GOOD THANKS CAFE,Australian,12/15/2022,18,1
SEOUL SALON,Korean,09/20/2023,11,0
DOS TOROS,Mexican,12/12/2023,12,0
DA MARINO NYC,Italian,12/26/2024,12,1
SULLIVAN STREET BAKERY,Bakery Products/Desserts,05/02/2023,20,1
BRICIOLA,Italian,11/16/2023,11,0
LAZY DOG,Other,12/20/2023,7,0
OLLIE'S CHINESE RESTAURANT,Chinese,09/07/2021,22,0
BARCLAYS RISE COFFEE BAR,Coffee/Tea,11/01/2022,6,1
